membership:sample_set_id	sample_id
Cum_PoN_22_all	CCLF_JL1001-Normal-SM-EUVH5
Cum_PoN_22_all	PEDS191-Normal-SM-E7S25
Cum_PoN_22_all	CCLF_PEDS1040-Normal-SM-GL7O1
Cum_PoN_22_all	CCLF_PEDS1011-Normal-SM-E7RZE
Cum_PoN_22_all	JL54-Normal-SM-D4L3X
Cum_PoN_22_all	JL59-Normal-SM-DHZ6R
Cum_PoN_22_all	PEDS190-Normal-SM-D4L3L
Cum_PoN_22_all	CCLF_PEDS1008-Normal-SM-E7S1Q
Cum_PoN_22_all	CCLF_RCRF1009-Normal-SM-F67FU
Cum_PoN_22_all	PEDS105-Normal-SM-GBJ9V
Cum_PoN_22_all	PEDS194-Normal-SM-DHZ8D
Cum_PoN_22_all	CCLF_PEDS1025-Normal-SM-EUVG8
Cum_PoN_22_all	EH030-Normal-SM-GBJBI
Cum_PoN_22_all	PEDS166-Normal-SM-DB2I5
Cum_PoN_22_all	CCLF_JL1001-Normal-SM-E7S2K
Cum_PoN_22_all	EH021-Normal-SM-DHZ9J
Cum_PoN_22_all	CCLF_PEDS1047-Normal-SM-GL7NO
Cum_PoN_22_all	GG002-Normal-SM-DHZ8X
Cum_PoN_22_all	PEDS171-Normal-SM-D4L3R
Cum_PoN_22_all	CCLF_SS1004-Normal-SM-DNUMG
Cum_PoN_22_all	PEDS153-Normal-SM-DB2IU
Cum_PoN_22_all	AB056-Normal-SM-DB2JM
Cum_PoN_22_all	CCLF_SS1006-Normal-SM-E7RZR
Cum_PoN_22_all	PEDS176-Normal-SM-D4L2I
Cum_PoN_22_all	CCLF_PEDS1022-Normal-SM-E7RZ3
Cum_PoN_22_all	PEDS194-Normal-SM-DHZ7O
Cum_PoN_22_all	PEDS194-Normal-SM-DB2IW
Cum_PoN_22_all	CCLF_PEDS1019-Normal-SM-EUVGI
Cum_PoN_22_all	CCLF_PEDS1012-Normal-SM-EUVHI
Cum_PoN_22_all	PEDS187-Normal-SM-E7S1S
Cum_PoN_22_all	CCLF_PEDS1040-Normal-SM-GL7NC
Cum_PoN_22_all	CCLF_PEDS1034-Normal-SM-F67G4
Cum_PoN_22_all	CCLF_PEDS1019-Normal-SM-F67EO
Cum_PoN_22_all	EH016-Normal-SM-D4L2E
Cum_PoN_22_all	EH014-Normal-SM-D4L27
Cum_PoN_22_all	PEDS153-Normal-SM-D4L1X
Cum_PoN_22_all	CCLF_PEDS1019-Normal-SM-E7S24
Cum_PoN_22_all	EH019-Normal-SM-DHZ8I
Cum_PoN_22_all	EH016-Normal-SM-DHZ5K
Cum_PoN_22_all	CCLF_PEDS1033-Normal-SM-F29SD
Cum_PoN_22_all	PEDS182-Normal-SM-DHZA1
Cum_PoN_22_all	PEDS175-Normal-SM-D4L37
Cum_PoN_22_all	JL62-Normal-SM-GBJAO
Cum_PoN_22_all	CCLF_PEDS1029-Normal-SM-F67EJ
Cum_PoN_22_all	PEDS204-Normal-SM-DNUMZ
Cum_PoN_22_all	CCLF_PEDS1025-Normal-SM-F29S8
Cum_PoN_22_all	EH026-Normal-SM-F29SV
Cum_PoN_22_all	JL61-Normal-SM-DB2JI
Cum_PoN_22_all	CCLF_RCRF1016-Normal-SM-GBJBK
Cum_PoN_22_all	PEDS105-Normal-SM-GBJBP
Cum_PoN_22_all	CCLF_PEDS1027-Normal-SM-F67E1
